ShowID,Type,Title,Director,Cast,Country,DateAdded,ReleaseYear,Rating,Duration,ListedIn,Description
S03322,TV Show,White Dawn,Pierre Martin,"Lisa Ramirez, Jennifer Gupta, Sandra Ramirez",South Korea,2022-02-10,2021,TV-14,2 Seasons,Comedy Drama,The line between right and wrong becomes blurred.
S03323,TV Show,The Blue Dragons,Mark Yang,"Edward Takahashi, Andrew Huang, Priya Sousa, Edward Park, Andrew Young",Mexico,2024-12-09,2024,TV-MA,2 Seasons,Romance,A journey of self-discovery and transformation.
S03324,TV Show,The Throne Fires,Fatima Thompson,"Margaret Brown, James Wagner, Jennifer Gonzalez, Isabella Weber",Czech Republic,2023-08-18,2019,TV-14,6 Seasons,Family Drama,An unexpected journey changes everything.
S03325,TV Show,The Valley Future,Kevin Reddy,"Camila Choi, Matthew Liu, Donald Jackson",Denmark,2020-09-29,2019,TV-Y7,7 Seasons,Legal Drama,A race against time to save what matters most.
S03326,TV Show,The Hunt Sunsets,Edward Ramirez,"Akira Patel, Sakura Young, Raj Zhang, Raj Nakamura",United States,2024-09-10,2020,TV-Y7,8 Seasons,Medical Drama,"In the end, love conquers all."
S03327,Movie,Dream Secrets,Sarah Gonzalez,"Li Lopez, Ashley Takahashi, Patricia Alves, Erik Lee",Italy,2024-04-13,2022,G,100 min,Psychological Thriller,"The truth will set you free, or destroy you."
S03328,Movie,The Nightmare Beginnings,Sophie Thomas,"James Wu, Priya Miller, Pedro Liu",United States,2024-02-22,2022,R,100 min,Thriller,A gripping tale of survival and redemption.
S03329,TV Show,The Hope Final,Marie Ito,"Sophie White, George Garcia, Camila Oliveira",Australia,2024-11-05,2022,TV-Y,3 Seasons,Family Drama,An unexpected journey changes everything.
S03330,TV Show,Soul Chronicles,Jennifer Clark,"Omar Meyer, Astrid Kang, Donald Lopez, William Walker, Jennifer Zhao",United Kingdom,2020-08-09,2023,TV-Y7,2 Seasons,Musical Drama,A family's dark secrets are finally revealed.
S03331,TV Show,Past Midnight,Mark Watanabe,"George Johnson, Ashley Clark, Pedro Nakamura, Ashley Lewis",United States,2023-10-15,2018,TV-PG,3 Seasons,Noir,"In the end, love conquers all."
S03332,TV Show,Love Brothers,James Khan,"Edward Wagner, Elizabeth Sousa, Valentina Huang, Lars Garcia",India,2022-08-13,2021,TV-14,6 Seasons,Mystery,Two worlds collide with devastating consequences.
S03333,TV Show,Red Chronicles,Carol Davis,"Camila Young, Margaret Yang, Camila Santos, Carol Moore, Kimberly Sousa",United States,2022-01-25,2022,TV-Y,8 Seasons,Comedy,"When the stakes are high, who can you trust?"
S03334,TV Show,Golden Secrets,Arjun Zhang,"George Takahashi, Linda Becker, Kevin Alves",Canada,2021-01-12,2024,TV-MA,3 Seasons,Sports Drama,The line between right and wrong becomes blurred.
S03335,TV Show,Past Empire,Deepika Jackson,"Arjun Choi, Matthew Harris, Marie Thomas",Switzerland,2020-01-30,2018,TV-Y7,4 Seasons,Comedy,A mysterious stranger arrives and changes everything.
S03336,TV Show,Fight Princes,Anthony Chen,"Barbara Young, Kevin Sharma, Isabella Sato",Denmark,2023-10-29,2021,TV-Y,1 Season,Romance,Revenge is a dish best served cold.
S03337,TV Show,Journey Lovers,Ana Alves,"Isabella Khan, Priya Lopez, Donna Robinson",United States,2021-07-28,2024,TV-14,7 Seasons,Sports Drama,A journey of self-discovery and transformation.
S03338,Movie,The Stranger Lovers,Arjun Khan,"Miguel Ramirez, Ana Ramirez, Li Cho, Anthony Rodriguez, Kevin Weber",Denmark,2020-04-29,2022,PG,98 min,Adventure,"The truth will set you free, or destroy you."
S03339,Movie,Search Chase,Pierre Fischer,"Ana Yang, Arjun Tanaka, Pedro Moore, Isabella Singh, George Meyer",Nigeria,2022-05-10,2022,PG-13,152 min,Comedy Drama,"The truth will set you free, or destroy you."
S03340,TV Show,Kingdom City,Ana Costa,"Lars Anderson, Lisa Lewis, Ingrid Johnson, Joshua Suzuki",United States,2020-01-28,2023,TV-MA,5 Seasons,Historical Drama,The search for identity leads to unexpected discoveries.
S03341,TV Show,The Midnight Rising,Miguel Alves,"Andrew Yamamoto, Jessica Meyer, Kevin Robinson, Barbara Singh, Chen Silva",Netherlands,2020-05-16,2023,TV-Y,7 Seasons,Fantasy,The past comes back to haunt the present.
S03342,TV Show,Ocean Sunrises,Kevin Khan,"Emily Thomas, Priya Cho, John Weber, Andrew Schmidt, Paul Kim",United States,2023-11-30,2024,TV-Y7,2 Seasons,Drama,Two worlds collide with devastating consequences.
S03343,Movie,The Mountain Eagles,Nancy Rodriguez,"Akira Taylor, Nancy Park, Min Schmidt, Betty Wilson",United States,2024-07-01,2022,G,107 min,Crime Drama,"Power corrupts, but some fight to stay pure."
S03344,Movie,Blood Ends,Omar Robinson,"Donna Robinson, Mark Wagner, Fatima Thompson, Daniel Rodriguez, Valentina Santos",Germany,2022-07-14,2022,G,162 min,Historical Drama,A gripping tale of survival and redemption.
S03345,Movie,The Forgotten Legends,Pedro Takahashi,"John Martin, Sandra Ito, Sophie Kumar, Kevin Ramirez, Kimberly Young",Canada,2024-08-17,2024,PG-13,180 min,Action Drama,Nothing is as it seems in this twisted thriller.
S03346,TV Show,The Hate Lovers,James Huang,"Andrew Fernandez, Jean Yoon, Steven Brown, Ashley Zhao",United Kingdom,2020-02-25,2023,TV-14,2 Seasons,Documentary,The past comes back to haunt the present.
S03347,TV Show,The Dream Stories,Pedro Smith,"Kenneth Schneider, Melissa Meyer, Steven Kumar",United States,2021-07-02,2023,TV-G,8 Seasons,Mystery,Nothing is as it seems in this twisted thriller.
S03348,Movie,City Edges,Lisa Anderson,"Marie Suzuki, John Zhang, Nancy Zhao, Elizabeth Martinez",Belgium,2022-06-23,2020,PG-13,85 min,Action Drama,The past comes back to haunt the present.
S03349,TV Show,Hunt Day,Lars Perez,"Donald Garcia, Lars Martinez, Sophie Huang, Jean Yang, Pierre Huang",Japan,2021-03-20,2024,TV-PG,5 Seasons,Medical Drama,Revenge is a dish best served cold.
S03350,TV Show,The Twisted Black,Andrew Silva,"Emily Weber, Susan Zhang, Edward Cho",Brazil,2021-07-16,2024,TV-G,1 Season,Family Drama,Two worlds collide with devastating consequences.
S03351,TV Show,The Journey Beginnings,Jessica Park,"Joshua Santos, Michelle Watanabe, Melissa Davis, Ingrid Kumar, Brian Young",Canada,2024-06-08,2023,TV-Y7,5 Seasons,Crime Drama,Nothing is as it seems in this twisted thriller.
S03352,TV Show,The Forgotten Days,Nancy Silva,"Barbara Shah, Linda Watanabe, Priya Lopez, John Takahashi",Mexico,2020-08-18,2019,TV-14,6 Seasons,Sports Drama,A race against time to save what matters most.
S03353,Movie,The Sky Rising,Donna Hernandez,"Lars Reddy, Yuki Kim, Elizabeth Ito, Raj Jones",Portugal,2024-04-10,2018,G,158 min,Romance,"In a world of chaos, heroes emerge from unlikely places."
S03354,Movie,Earth Perfect,Amanda Suzuki,"Elizabeth Choi, Linda Fernandez, Melissa Kumar, Valentina Santos, Sarah Johnson",United States,2023-04-04,2018,PG,130 min,Documentary,"The truth will set you free, or destroy you."
S03355,TV Show,The Ancient Search,Sarah Lewis,"Aisha Reddy, Donald Cho, Sophie Huang, Maria Lopez",United Kingdom,2024-10-07,2023,TV-Y7,6 Seasons,Mystery,A gripping tale of survival and redemption.
S03356,Movie,The Island Battle,Amanda Clark,"Arjun Martin, Patricia Clark, Priya Miller, David White, Donald Yang",Canada,2023-12-31,2018,G,173 min,Medical Drama,A mysterious stranger arrives and changes everything.
S03357,TV Show,The Kingdom Moments,Ingrid Hernandez,"Edward Singh, Valentina Mueller, Astrid Jackson, Ana Sousa",South Korea,2020-06-06,2021,TV-MA,2 Seasons,Action Drama,Love and betrayal intertwine in unexpected ways.
S03358,TV Show,Valley Light,Jean Kang,"Kenneth Santos, Ahmed Thompson, Nancy Williams",Germany,2021-02-11,2020,TV-MA,2 Seasons,Medical Drama,A mysterious stranger arrives and changes everything.
S03359,TV Show,Valley Game,Kevin Garcia,"Maria Becker, Yuki Weber, Dorothy Fischer, Sakura Becker",South Korea,2022-08-22,2021,TV-G,8 Seasons,Horror,A mysterious stranger arrives and changes everything.
S03360,Movie,Wild Skies,Susan Ramirez,"Marie Suzuki, Li Ito, Ashley Watanabe, Susan Zhang",Thailand,2021-10-25,2021,G,128 min,Comedy,A race against time to save what matters most.
S03361,TV Show,Fire Strangers,Maria Liu,"Sakura Davis, Joshua Hernandez, Michael Thomas",United States,2024-04-09,2024,TV-14,8 Seasons,Mystery,A detective uncovers a conspiracy that goes deeper than imagined.
S03362,TV Show,Last Crown,Daniel Gonzalez,"Valentina White, Richard Jones, Anthony Suzuki, Elizabeth Fernandez, David Santos",United States,2023-07-11,2018,TV-Y7,3 Seasons,Documentary,"In a world of chaos, heroes emerge from unlikely places."
S03363,TV Show,Sky Seasons,Jean Cho,"Robert Sanchez, Fatima Singh, Kenneth Perez, Sandra Perez, Carlos Smith",France,2020-09-22,2021,TV-MA,3 Seasons,Psychological Thriller,Revenge is a dish best served cold.
S03364,TV Show,The Lost Fires,Melissa White,"Yuki Alves, Sophie Tanaka, Sophie Moore",Thailand,2024-10-13,2021,TV-Y7,1 Season,Western,The past comes back to haunt the present.
S03365,Movie,Road Lies,Elizabeth Jones,"Joseph Sanchez, Matthew Sousa, Lisa Anderson, Andrew Takahashi",United Kingdom,2021-06-21,2024,G,99 min,Documentary,A journey of self-discovery and transformation.
S03366,TV Show,Twisted Island,Barbara Lee,"Aisha Zhang, Thomas Smith, Ana Wu, Pedro Nakamura",India,2020-12-25,2022,TV-14,8 Seasons,Adventure,"Power corrupts, but some fight to stay pure."
S03367,TV Show,The Last Dark,Chen Kumar,"Betty Mueller, Jessica Harris, Arjun Kang",Argentina,2020-12-08,2020,TV-Y,1 Season,Noir,A journey of self-discovery and transformation.
S03368,TV Show,Soul Truth,Erik Miller,"Melissa Silva, Nancy Zhao, Emily Wu",Canada,2024-09-22,2020,TV-G,5 Seasons,Comedy Drama,"The truth will set you free, or destroy you."
S03369,Movie,The Hate Lovers,Jessica Martin,"Susan Santos, Dorothy Wagner, Maria Sharma, Amanda Gonzalez",Australia,2021-07-06,2021,R,87 min,Legal Drama,The past comes back to haunt the present.
S03370,Movie,The Last Truth,Michael Martinez,"Kenneth Lopez, Juan Reddy, Chen Thomas, Richard Singh",United States,2022-01-03,2024,G,161 min,Psychological Thriller,The past comes back to haunt the present.
S03371,TV Show,The Deadly Light,Kimberly Sharma,"Matthew Wang, Yuki Harris, Melissa Zhao",Mexico,2023-04-26,2018,TV-Y,4 Seasons,Mystery,A gripping tale of survival and redemption.
S03372,TV Show,The Battle Earth,Barbara Lee,"Lars Santos, Steven Gonzalez, Kevin Patel, Chen Garcia",United States,2020-12-10,2023,TV-Y7,2 Seasons,Legal Drama,"In a world of chaos, heroes emerge from unlikely places."
S03373,TV Show,The Soul Lives,Robert Smith,"Pierre Harris, Miguel Gonzalez, Anthony Thomas, Erik Jones, Michelle Cho",United States,2020-08-17,2019,TV-PG,1 Season,Western,An epic story of courage and sacrifice.
S03374,TV Show,The War Fires,Daniel Tanaka,"Michelle Patel, Richard Williams, Daniel Jackson, Kevin Park, Andrew Williams",Hong Kong,2022-04-28,2021,TV-Y7,2 Seasons,Adventure,A mysterious stranger arrives and changes everything.
S03375,TV Show,The Blue Lights,Mark Takahashi,"Marie Clark, Nancy Yamamoto, Ana Choi, Valentina Chen, Barbara Thomas",United States,2024-12-21,2023,TV-Y,8 Seasons,Historical Drama,A journey of self-discovery and transformation.
S03376,TV Show,Valley Demons,Paul Fernandez,"Anthony Robinson, Deepika Lewis, Thomas Mueller",Germany,2021-03-24,2018,TV-PG,8 Seasons,Sports Drama,A mysterious stranger arrives and changes everything.
S03377,Movie,Perfect Heroes,Juan Chen,"Margaret Patel, Hiro Kumar, Marie Zhao, Miguel Zhao",Poland,2021-05-07,2022,PG,104 min,Political Thriller,Nothing is as it seems in this twisted thriller.
S03378,Movie,Rising Night,Ahmed Kang,"Paul Sato, Kevin Liu, Daniel Jones",Spain,2022-01-07,2018,R,137 min,Action & Adventure,"The truth will set you free, or destroy you."
S03379,Movie,The Water Day,Jessica Sharma,"Hiro Brown, Emily Anderson, Marie Thomas, Fatima Lewis, Ana Schmidt",Nigeria,2020-05-12,2020,NC-17,137 min,Medical Drama,"The truth will set you free, or destroy you."
S03380,TV Show,Red Horizons,Ashley Sharma,"Joshua Lee, Erik Walker, Elizabeth Yoon",South Korea,2023-05-21,2021,TV-Y,4 Seasons,Thriller,"Power corrupts, but some fight to stay pure."
S03381,TV Show,Bridge Earth,Lisa Oliveira,"Jean Costa, Juan Lewis, Pedro Fernandez, Robert Taylor",United States,2020-05-24,2023,TV-PG,3 Seasons,Horror,Nothing is as it seems in this twisted thriller.
S03382,TV Show,The Twisted Ancient,Thomas Davis,"Chen Lee, Yuki Alves, Camila Becker",United States,2022-11-29,2021,TV-G,6 Seasons,Drama,An epic story of courage and sacrifice.
S03383,Movie,The Red Queens,Linda Brown,"Wei Suzuki, Barbara Suzuki, Chen Martinez, Erik Johnson",India,2024-03-20,2023,R,115 min,Adventure,Revenge is a dish best served cold.
S03384,Movie,Night Stories,Melissa Schmidt,"Sakura Kumar, Raj Chen, Lars Ito, Maria Chen, Aisha Perez",India,2023-08-11,2021,G,145 min,Comedy,A gripping tale of survival and redemption.
S03385,TV Show,The Empire Lost,Thomas Gonzalez,"Deepika Schneider, Pedro Ribeiro, Li Ito, John Singh",Spain,2024-04-19,2021,TV-Y7,6 Seasons,Horror,A race against time to save what matters most.
S03386,TV Show,Secret Secrets,Deepika Choi,"Wei Taylor, Priya Oliveira, Paul Cho, Sandra Singh, Edward Perez",Colombia,2023-05-12,2019,TV-G,1 Season,Legal Drama,"In the end, love conquers all."
S03387,Movie,The Nightmare Hunters,Deborah Gonzalez,"William Schmidt, Jessica Lee, Omar Zhao",Italy,2023-08-19,2021,PG,145 min,Fantasy,Love and betrayal intertwine in unexpected ways.
S03388,TV Show,The Kingdom Skies,Wei Sanchez,"Omar Hernandez, Emily Chen, Akira Sharma, Hiro Miller, Min Clark",Thailand,2020-07-31,2018,TV-MA,5 Seasons,Comedy,"When the stakes are high, who can you trust?"
S03389,TV Show,The Throne Light,Sarah Lee,"Daniel Garcia, Lisa Yang, Hiro Jung, Thomas Zhang",Mexico,2023-02-01,2022,TV-14,7 Seasons,Fantasy,A family's dark secrets are finally revealed.
S03390,Movie,Dark Edges,Edward Santos,"James Wilson, Paul Sato, Astrid Garcia",United States,2021-09-04,2020,G,90 min,Historical Drama,A mysterious stranger arrives and changes everything.
S03391,Movie,Spirit Hate,Sakura Thompson,"Mark Park, David Gonzalez, Deepika Yamamoto, Carol Anderson, Jennifer Santos",Canada,2023-07-07,2021,PG-13,109 min,Crime Drama,The line between right and wrong becomes blurred.
S03392,Movie,Dark Chase,Fatima Park,"Maria Cho, Ahmed Wu, Mark Yoon, Anthony Huang, Jean Wu",United States,2024-05-18,2023,R,177 min,Comedy,"Power corrupts, but some fight to stay pure."
S03393,TV Show,Darkness Wolves,George Johnson,"Kenneth Rodriguez, Kevin Anderson, Susan Sanchez, Daniel Brown, Barbara Meyer",Spain,2020-08-21,2023,TV-14,1 Season,Action & Adventure,The line between right and wrong becomes blurred.
S03394,Movie,The Discovery Nightmare,Betty Liu,"Min Khan, Sarah Tanaka, Andrew Silva, George Yang, Priya Smith",United Kingdom,2024-10-09,2024,PG,148 min,Sports Drama,"The truth will set you free, or destroy you."
S03395,TV Show,The Dark Soul,Elizabeth Davis,"Arjun Silva, Carol Moore, Amanda Sharma",Turkey,2024-12-15,2022,TV-G,4 Seasons,Mystery,"Power corrupts, but some fight to stay pure."
S03396,Movie,The Modern Blood,Steven Jung,"Susan Taylor, Edward Becker, Joshua Lewis",United Kingdom,2022-05-08,2018,PG,153 min,Sci-Fi Drama,Two worlds collide with devastating consequences.
S03397,TV Show,Mission Lovers,Paul Martinez,"Barbara White, Emily Kang, Ashley Hernandez, Nancy Patel, William Zhang",Thailand,2023-12-23,2024,TV-Y7,7 Seasons,Documentary,A race against time to save what matters most.
S03398,TV Show,Bridge Island,Mark Martinez,"Nancy Choi, Joshua Schmidt, Maria Thomas",United States,2021-02-08,2020,TV-Y,7 Seasons,Adventure,An epic story of courage and sacrifice.
S03399,Movie,Game Dragons,Ana Costa,"Joseph Chen, Sofia Sousa, Min Wang",United States,2023-11-03,2020,PG-13,114 min,Drama,A detective uncovers a conspiracy that goes deeper than imagined.
S03400,TV Show,The Nightmare Princes,Margaret Johnson,"Maria Sato, Miguel Moore, Patricia Jones, Betty Gupta",Thailand,2022-04-12,2019,TV-G,3 Seasons,Comedy,An epic story of courage and sacrifice.
S03401,TV Show,The Darkness Enemies,Michelle Davis,"James Schneider, Nancy Yang, Susan Khan",India,2020-03-11,2018,TV-PG,7 Seasons,Thriller,"When the stakes are high, who can you trust?"
S03402,TV Show,The Day Hunters,Margaret Yamamoto,"Astrid Perez, Margaret Thomas, Richard Sousa, Nancy Young, Sakura Kumar",United States,2024-07-29,2018,TV-Y,3 Seasons,Political Thriller,"When the stakes are high, who can you trust?"
S03403,TV Show,Spirit Game,Linda Costa,"Astrid Sanchez, Carol Zhang, James Schneider",France,2020-04-11,2020,TV-14,5 Seasons,Teen Drama,"In a world of chaos, heroes emerge from unlikely places."
S03404,TV Show,The Fear Rising,Deborah Weber,"Omar Schneider, James Clark, Pierre Gonzalez",Australia,2021-07-27,2021,TV-14,8 Seasons,Political Thriller,A detective uncovers a conspiracy that goes deeper than imagined.
S03405,TV Show,The Crown Killers,Sophie Harris,"Sarah Harris, Pierre Khan, Michelle Yamamoto",United States,2024-12-04,2024,TV-Y7,3 Seasons,Sci-Fi Drama,"Power corrupts, but some fight to stay pure."
S03406,TV Show,The White Visions,Betty Rodriguez,"Miguel Martin, Fatima Harris, Sakura Rodriguez",Finland,2020-04-12,2022,TV-MA,4 Seasons,Legal Drama,"The truth will set you free, or destroy you."
S03407,TV Show,Mind Deaths,Joshua Nakamura,"Donna Ribeiro, Fatima Sanchez, Raj Weber",United States,2020-05-05,2019,TV-14,6 Seasons,Romance,The search for identity leads to unexpected discoveries.
S03408,Movie,The Broken Tales,Susan Khan,"Chen Meyer, Paul Moore, Daniel Patel, Robert Davis",Italy,2023-09-16,2020,PG,125 min,Documentary,"In a world of chaos, heroes emerge from unlikely places."
S03409,TV Show,Storm Horizons,Brian Choi,"Betty Zhang, Mark Anderson, Aisha Singh, Ashley Jones",United States,2024-11-13,2019,TV-Y7,4 Seasons,Horror,A family's dark secrets are finally revealed.
S03410,TV Show,The Sacred Soul,Donald Taylor,"Sandra Schmidt, Mark Khan, Donald Sharma, Thomas Miller, Sandra Ribeiro",Portugal,2021-03-29,2019,TV-Y7,5 Seasons,Thriller,A detective uncovers a conspiracy that goes deeper than imagined.
S03411,TV Show,Last Future,Betty Robinson,"Maria Schmidt, Nancy Walker, Kimberly Tanaka, Pedro Patel",Canada,2024-08-10,2022,TV-14,6 Seasons,Thriller,Two worlds collide with devastating consequences.
S03412,TV Show,Crown Princes,Edward Schmidt,"Donna Khan, Richard Sousa, Steven Gonzalez, Susan Huang",Mexico,2021-05-21,2021,TV-14,2 Seasons,Noir,"When the stakes are high, who can you trust?"
S03413,TV Show,Hope Past,Daniel Khan,"Sarah Zhao, Anthony Yoon, Matthew Fischer, Patricia Schneider, Brian Chen",Hong Kong,2020-04-28,2019,TV-PG,8 Seasons,Noir,A race against time to save what matters most.
S03414,Movie,The Shadow Fire,Chen Ramirez,"Astrid White, Li Hernandez, Priya Gupta, George Fernandez",Hungary,2021-01-16,2019,PG-13,113 min,Action & Adventure,The past comes back to haunt the present.
